"","releve_records","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","SPECIES","GENERA","EPITHET","FAMILY","PHYLUM","IDENTIFICATION_CONFIDENCE","EPILIST","FLORA","DATASET_CLASSIFICATION","NATURALNESS","INCLUSION_REQUIREMENTS","NUMBER_INDIVIDUALS","SCORE","LONGITUDE","LATITUDE","PRECISION","LIMITS","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION"
"618",865,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.31484,-22.112901,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"608",866,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.497714,-21.265539,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"617",867,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.702768,-21.551603,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"612",868,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.890811,-22.012336,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"616",869,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.773567,-22.513173,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"610",870,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.176577,-22.068583,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"614",871,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-47.663726,-22.125804,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"623",872,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Laelia gloriosa","Laelia","gloriosa","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte; Rupicolous","All","Natural","",NA,"",-48.385906,-21.990395,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"972",873,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.497714,-21.265539,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"974",874,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.623222,-22.222945,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"955",875,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.169886,-22.427721,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"948",876,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.81549,-22.255977,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"969",877,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.31484,-22.112901,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"973",878,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.997922,-21.954554,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"941",879,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.773567,-22.513173,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"957",880,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.125549,-22.280791,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"964",881,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.910372,-22.551673,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"962",882,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.179264,-21.779084,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"971",883,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.715669,-22.435172,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"946",884,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.176577,-22.068583,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"956",885,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.385906,-21.990395,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"949",886,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.071657,-21.587096,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"959",887,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.702768,-21.551603,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"942",888,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.361357,-21.601268,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"960",889,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.890811,-22.012336,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"943",890,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.49304,-21.835704,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"944",891,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.620267,-21.915905,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"940",892,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.320445,-21.254399,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"945",893,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.036646,-21.498159,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"965",894,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.663726,-22.125804,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"958",895,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Rodriguezia decora","Rodriguezia","decora","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.333967,-22.039962,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1340",896,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.036646,-21.498159,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1334",897,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.31484,-22.112901,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1339",898,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.125549,-22.280791,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1351",899,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.361357,-21.601268,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1362",900,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.179264,-21.779084,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1354",901,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.910372,-22.551673,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1363",902,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.320445,-21.254399,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1352",903,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.385906,-21.990395,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1345",904,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.702768,-21.551603,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1356",905,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.497714,-21.265539,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1359",906,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.071657,-21.587096,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1355",907,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.997922,-21.954554,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1358",908,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.715669,-22.435172,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1349",909,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.663726,-22.125804,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1337",910,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.49304,-21.835704,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1336",911,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.81549,-22.255977,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1332",912,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.333967,-22.039962,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1338",913,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.620267,-21.915905,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1344",914,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.773567,-22.513173,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1361",915,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.176577,-22.068583,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1360",916,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.890811,-22.012336,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1357",917,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-47.623222,-22.222945,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
"1347",918,"Orchidaceae na região central de São Paulo, Brasil","Paper",2009,"Orchidaceae","Others","Presence","Trichocentrum pumilum","Trichocentrum","pumilum","Orchidaceae","Angiospermae","","Epiphyte","Epiphyte","All","Natural","",NA,"",-48.169886,-22.427721,"Municipality","Inside","","","",NA,NA,"","Cerrado","Brazil","Cerrado"
